date,component,value
2026-03-18,Ombai Strait,4
2026-03-18,Oresund Strait,40
2026-03-18,Panama Canal,35
2026-03-18,Strait of Hormuz,1
2026-03-18,Suez Canal,43
2026-03-18,Sunda Strait,36
2026-03-18,Taiwan Strait,259
2026-03-18,Torres Strait,8
2026-03-18,Tsugaru Strait,56
2026-03-18,Windward Passage,13
2026-03-18,Yucatan Channel,49
2026-03-19,Bab el-Mandeb Strait,44
2026-03-19,Balabac Strait,9
2026-03-19,Bering Strait,0
2026-03-19,Bohai Strait,168
2026-03-19,Bosporus Strait,96
2026-03-19,Cape of Good Hope,90
2026-03-19,Dover Strait,181
2026-03-19,Gibraltar Strait,143
2026-03-19,Kerch Strait,24
2026-03-19,Korea Strait,174
2026-03-19,Lombok Strait,46
2026-03-19,Luzon Strait,61
2026-03-19,Magellan Strait,3
2026-03-19,Makassar Strait,45
2026-03-19,Malacca Strait,230
2026-03-19,Mindoro Strait,34
2026-03-19,Mona Passage,12
2026-03-19,Ombai Strait,10
2026-03-19,Oresund Strait,42
2026-03-19,Panama Canal,40
2026-03-19,Strait of Hormuz,2
2026-03-19,Suez Canal,43
2026-03-19,Sunda Strait,35
2026-03-19,Taiwan Strait,236
2026-03-19,Torres Strait,6
2026-03-19,Tsugaru Strait,49
2026-03-19,Windward Passage,15
2026-03-19,Yucatan Channel,38
2026-03-20,Bab el-Mandeb Strait,32
2026-03-20,Balabac Strait,4
2026-03-20,Bering Strait,0
2026-03-20,Bohai Strait,175
2026-03-20,Bosporus Strait,62
2026-03-20,Cape of Good Hope,89
2026-03-20,Dover Strait,203
2026-03-20,Gibraltar Strait,134
2026-03-20,Kerch Strait,19
2026-03-20,Korea Strait,222
2026-03-20,Lombok Strait,37
2026-03-20,Luzon Strait,64
2026-03-20,Magellan Strait,2
2026-03-20,Makassar Strait,55
2026-03-20,Malacca Strait,224
2026-03-20,Mindoro Strait,31
2026-03-20,Mona Passage,16
2026-03-20,Ombai Strait,10
2026-03-20,Oresund Strait,57
2026-03-20,Panama Canal,28
2026-03-20,Strait of Hormuz,5
2026-03-20,Suez Canal,32
2026-03-20,Sunda Strait,32
2026-03-20,Taiwan Strait,214
2026-03-20,Torres Strait,9
2026-03-20,Tsugaru Strait,28
2026-03-20,Windward Passage,17
2026-03-20,Yucatan Channel,48
2026-03-21,Bab el-Mandeb Strait,41
2026-03-21,Balabac Strait,6
2026-03-21,Bering Strait,0
2026-03-21,Bohai Strait,182
2026-03-21,Bosporus Strait,81
2026-03-21,Cape of Good Hope,89
2026-03-21,Dover Strait,199
2026-03-21,Gibraltar Strait,118
2026-03-21,Kerch Strait,15
2026-03-21,Korea Strait,199
2026-03-21,Lombok Strait,38
2026-03-21,Luzon Strait,63
2026-03-21,Magellan Strait,4
2026-03-21,Makassar Strait,52
2026-03-21,Malacca Strait,191
2026-03-21,Mindoro Strait,35
2026-03-21,Mona Passage,7
2026-03-21,Ombai Strait,13
2026-03-21,Oresund Strait,52
2026-03-21,Panama Canal,30
2026-03-21,Strait of Hormuz,2
2026-03-21,Suez Canal,38
2026-03-21,Sunda Strait,29
2026-03-21,Taiwan Strait,237
2026-03-21,Torres Strait,8
2026-03-21,Tsugaru Strait,46
2026-03-21,Windward Passage,20
2026-03-21,Yucatan Channel,63
2026-03-22,Bab el-Mandeb Strait,38
2026-03-22,Balabac Strait,11
2026-03-22,Bering Strait,0
2026-03-22,Bohai Strait,175
2026-03-22,Bosporus Strait,93
2026-03-22,Cape of Good Hope,86
2026-03-22,Dover Strait,203
2026-03-22,Gibraltar Strait,139
2026-03-22,Kerch Strait,10
2026-03-22,Korea Strait,201
2026-03-22,Lombok Strait,36
2026-03-22,Luzon Strait,61
2026-03-22,Magellan Strait,5
2026-03-22,Makassar Strait,46
2026-03-22,Malacca Strait,208
2026-03-22,Mindoro Strait,48
2026-03-22,Mona Passage,7
2026-03-22,Ombai Strait,14
2026-03-22,Oresund Strait,51
2026-03-22,Panama Canal,34
2026-03-22,Strait of Hormuz,4
2026-03-22,Suez Canal,47
2026-03-22,Sunda Strait,33
2026-03-22,Taiwan Strait,241
2026-03-22,Torres Strait,10
2026-03-22,Tsugaru Strait,68
2026-03-22,Windward Passage,15
2026-03-22,Yucatan Channel,50
2026-03-23,Bab el-Mandeb Strait,26
2026-03-23,Balabac Strait,10
2026-03-23,Bering Strait,0
2026-03-23,Bohai Strait,111
2026-03-23,Bosporus Strait,91
2026-03-23,Cape of Good Hope,85
2026-03-23,Dover Strait,157
2026-03-23,Gibraltar Strait,172
2026-03-23,Kerch Strait,5
2026-03-23,Korea Strait,199
2026-03-23,Lombok Strait,47
2026-03-23,Luzon Strait,49
2026-03-23,Magellan Strait,4
2026-03-23,Makassar Strait,34
2026-03-23,Malacca Strait,188
2026-03-23,Mindoro Strait,36
2026-03-23,Mona Passage,12
2026-03-23,Ombai Strait,4
2026-03-23,Oresund Strait,43
2026-03-23,Panama Canal,32
2026-03-23,Strait of Hormuz,6
2026-03-23,Suez Canal,40
2026-03-23,Sunda Strait,23
2026-03-23,Taiwan Strait,222
2026-03-23,Torres Strait,12
2026-03-23,Tsugaru Strait,51
2026-03-23,Windward Passage,24
2026-03-23,Yucatan Channel,58
2026-03-24,Bab el-Mandeb Strait,29
2026-03-24,Balabac Strait,14
2026-03-24,Bering Strait,0
2026-03-24,Bohai Strait,215
2026-03-24,Bosporus Strait,97
2026-03-24,Cape of Good Hope,87
2026-03-24,Dover Strait,192
2026-03-24,Gibraltar Strait,134
2026-03-24,Kerch Strait,17
2026-03-24,Korea Strait,207
2026-03-24,Lombok Strait,31
2026-03-24,Luzon Strait,50
2026-03-24,Magellan Strait,4
2026-03-24,Makassar Strait,45
2026-03-24,Malacca Strait,223
2026-03-24,Mindoro Strait,31
2026-03-24,Mona Passage,12
2026-03-24,Ombai Strait,6
2026-03-24,Oresund Strait,42
2026-03-24,Panama Canal,30
2026-03-24,Strait of Hormuz,4
2026-03-24,Suez Canal,41
2026-03-24,Sunda Strait,32
2026-03-24,Taiwan Strait,235
2026-03-24,Torres Strait,6
2026-03-24,Tsugaru Strait,53
2026-03-24,Windward Passage,26
2026-03-24,Yucatan Channel,43
2026-03-25,Bab el-Mandeb Strait,44
2026-03-25,Balabac Strait,5
2026-03-25,Bering Strait,1
2026-03-25,Bohai Strait,192
2026-03-25,Bosporus Strait,110
2026-03-25,Cape of Good Hope,92
2026-03-25,Dover Strait,161
2026-03-25,Gibraltar Strait,120
2026-03-25,Kerch Strait,15
2026-03-25,Korea Strait,206
2026-03-25,Lombok Strait,45
2026-03-25,Luzon Strait,58
2026-03-25,Magellan Strait,5
2026-03-25,Makassar Strait,43
2026-03-25,Malacca Strait,207
2026-03-25,Mindoro Strait,28
2026-03-25,Mona Passage,9
2026-03-25,Ombai Strait,12
2026-03-25,Oresund Strait,35
2026-03-25,Panama Canal,33
2026-03-25,Strait of Hormuz,4
2026-03-25,Suez Canal,51
2026-03-25,Sunda Strait,35
2026-03-25,Taiwan Strait,241
2026-03-25,Torres Strait,9
2026-03-25,Tsugaru Strait,56
2026-03-25,Windward Passage,11
2026-03-25,Yucatan Channel,74
2026-03-26,Bab el-Mandeb Strait,38
2026-03-26,Balabac Strait,10
2026-03-26,Bering Strait,0
2026-03-26,Bohai Strait,147
2026-03-26,Bosporus Strait,78
2026-03-26,Cape of Good Hope,103
2026-03-26,Dover Strait,137
2026-03-26,Gibraltar Strait,145
2026-03-26,Kerch Strait,20
2026-03-26,Korea Strait,213
2026-03-26,Lombok Strait,45
2026-03-26,Luzon Strait,52
2026-03-26,Magellan Strait,4
2026-03-26,Makassar Strait,54
2026-03-26,Malacca Strait,207
2026-03-26,Mindoro Strait,30
2026-03-26,Mona Passage,16
2026-03-26,Ombai Strait,9
2026-03-26,Oresund Strait,44
2026-03-26,Panama Canal,33
2026-03-26,Strait of Hormuz,7
2026-03-26,Suez Canal,41
2026-03-26,Sunda Strait,28
2026-03-26,Taiwan Strait,193
2026-03-26,Torres Strait,8
2026-03-26,Tsugaru Strait,50
2026-03-26,Windward Passage,13
2026-03-26,Yucatan Channel,51
2026-03-27,Bab el-Mandeb Strait,37
2026-03-27,Balabac Strait,6
2026-03-27,Bering Strait,0
2026-03-27,Bohai Strait,167
2026-03-27,Bosporus Strait,104
2026-03-27,Cape of Good Hope,86
2026-03-27,Dover Strait,186
2026-03-27,Gibraltar Strait,141
2026-03-27,Kerch Strait,11
2026-03-27,Korea Strait,223
2026-03-27,Lombok Strait,27
2026-03-27,Luzon Strait,66
2026-03-27,Magellan Strait,3
2026-03-27,Makassar Strait,52
2026-03-27,Malacca Strait,216
2026-03-27,Mindoro Strait,28
2026-03-27,Mona Passage,6
2026-03-27,Ombai Strait,4
2026-03-27,Oresund Strait,27
2026-03-27,Panama Canal,32
2026-03-27,Strait of Hormuz,5
2026-03-27,Suez Canal,42
2026-03-27,Sunda Strait,34
2026-03-27,Taiwan Strait,232
2026-03-27,Torres Strait,13
2026-03-27,Tsugaru Strait,47
2026-03-27,Windward Passage,14
2026-03-27,Yucatan Channel,40
2026-03-28,Bab el-Mandeb Strait,35
2026-03-28,Balabac Strait,8
2026-03-28,Bering Strait,1
2026-03-28,Bohai Strait,205
2026-03-28,Bosporus Strait,104
2026-03-28,Cape of Good Hope,87
2026-03-28,Dover Strait,197
2026-03-28,Gibraltar Strait,115
2026-03-28,Kerch Strait,20
2026-03-28,Korea Strait,207
2026-03-28,Lombok Strait,23
2026-03-28,Luzon Strait,58
2026-03-28,Magellan Strait,6
2026-03-28,Makassar Strait,51
2026-03-28,Malacca Strait,187
2026-03-28,Mindoro Strait,36
2026-03-28,Mona Passage,13
2026-03-28,Ombai Strait,14
2026-03-28,Oresund Strait,57
2026-03-28,Panama Canal,30
2026-03-28,Strait of Hormuz,9
2026-03-28,Suez Canal,45
2026-03-28,Sunda Strait,38
2026-03-28,Taiwan Strait,262
2026-03-28,Torres Strait,11
2026-03-28,Tsugaru Strait,56
2026-03-28,Windward Passage,13
2026-03-28,Yucatan Channel,57
2026-03-29,Bab el-Mandeb Strait,38
2026-03-29,Balabac Strait,11
2026-03-29,Bering Strait,0
2026-03-29,Bohai Strait,175
2026-03-29,Bosporus Strait,105
2026-03-29,Cape of Good Hope,90
2026-03-29,Dover Strait,176
2026-03-29,Gibraltar Strait,134
2026-03-29,Kerch Strait,12
2026-03-29,Korea Strait,190
2026-03-29,Lombok Strait,25
2026-03-29,Luzon Strait,59
2026-03-29,Magellan Strait,6
2026-03-29,Makassar Strait,34
2026-03-29,Malacca Strait,205
2026-03-29,Mindoro Strait,34
2026-03-29,Mona Passage,11
2026-03-29,Ombai Strait,11
2026-03-29,Oresund Strait,36
2026-03-29,Panama Canal,35
2026-03-29,Strait of Hormuz,7
2026-03-29,Suez Canal,37
2026-03-29,Sunda Strait,32
2026-03-29,Taiwan Strait,226
2026-03-29,Torres Strait,7
2026-03-29,Tsugaru Strait,44
2026-03-29,Windward Passage,15
2026-03-29,Yucatan Channel,70
2026-03-30,Bab el-Mandeb Strait,47
2026-03-30,Balabac Strait,7
2026-03-30,Bering Strait,2
2026-03-30,Bohai Strait,170
2026-03-30,Bosporus Strait,97
2026-03-30,Cape of Good Hope,80
2026-03-30,Dover Strait,156
2026-03-30,Gibraltar Strait,119
2026-03-30,Kerch Strait,18
2026-03-30,Korea Strait,206
2026-03-30,Lombok Strait,35
2026-03-30,Luzon Strait,55
2026-03-30,Magellan Strait,3
2026-03-30,Makassar Strait,26
2026-03-30,Malacca Strait,220
2026-03-30,Mindoro Strait,41
2026-03-30,Mona Passage,12
2026-03-30,Ombai Strait,4
2026-03-30,Oresund Strait,45
2026-03-30,Panama Canal,38
2026-03-30,Strait of Hormuz,10
2026-03-30,Suez Canal,36
2026-03-30,Sunda Strait,30
2026-03-30,Taiwan Strait,210
2026-03-30,Torres Strait,8
2026-03-30,Tsugaru Strait,53
2026-03-30,Windward Passage,16
2026-03-30,Yucatan Channel,52
2026-03-31,Bab el-Mandeb Strait,34
2026-03-31,Balabac Strait,18
2026-03-31,Bering Strait,0
2026-03-31,Bohai Strait,175
2026-03-31,Bosporus Strait,92
2026-03-31,Cape of Good Hope,99
2026-03-31,Dover Strait,182
2026-03-31,Gibraltar Strait,116
2026-03-31,Kerch Strait,12
2026-03-31,Korea Strait,200
2026-03-31,Lombok Strait,30
2026-03-31,Luzon Strait,80
2026-03-31,Magellan Strait,8
2026-03-31,Makassar Strait,41
2026-03-31,Malacca Strait,229
2026-03-31,Mindoro Strait,35
2026-03-31,Mona Passage,11
2026-03-31,Ombai Strait,12
2026-03-31,Oresund Strait,42
2026-03-31,Panama Canal,31
2026-03-31,Strait of Hormuz,11
2026-03-31,Suez Canal,43
2026-03-31,Sunda Strait,30
2026-03-31,Taiwan Strait,224
2026-03-31,Torres Strait,8
2026-03-31,Tsugaru Strait,56
2026-03-31,Windward Passage,18
2026-03-31,Yucatan Channel,52
2026-04-01,Bab el-Mandeb Strait,42
2026-04-01,Balabac Strait,4
2026-04-01,Bering Strait,0
2026-04-01,Bohai Strait,164
2026-04-01,Bosporus Strait,97
2026-04-01,Cape of Good Hope,85
2026-04-01,Dover Strait,196
2026-04-01,Gibraltar Strait,151
2026-04-01,Kerch Strait,12
2026-04-01,Korea Strait,177
2026-04-01,Lombok Strait,25
2026-04-01,Luzon Strait,67
2026-04-01,Magellan Strait,3
2026-04-01,Makassar Strait,44
2026-04-01,Malacca Strait,192
2026-04-01,Mindoro Strait,19
2026-04-01,Mona Passage,10
2026-04-01,Ombai Strait,7
2026-04-01,Oresund Strait,34
2026-04-01,Panama Canal,34
2026-04-01,Strait of Hormuz,11
2026-04-01,Suez Canal,51
2026-04-01,Sunda Strait,27
2026-04-01,Taiwan Strait,230
2026-04-01,Torres Strait,6
2026-04-01,Tsugaru Strait,54
2026-04-01,Windward Passage,16
2026-04-01,Yucatan Channel,50
2026-04-02,Bab el-Mandeb Strait,40
2026-04-02,Balabac Strait,7
2026-04-02,Bering Strait,0
2026-04-02,Bohai Strait,173
2026-04-02,Bosporus Strait,63
2026-04-02,Cape of Good Hope,89
2026-04-02,Dover Strait,170
2026-04-02,Gibraltar Strait,129
2026-04-02,Kerch Strait,18
2026-04-02,Korea Strait,211
2026-04-02,Lombok Strait,35
2026-04-02,Luzon Strait,55
2026-04-02,Magellan Strait,4
2026-04-02,Makassar Strait,41
2026-04-02,Malacca Strait,204
2026-04-02,Mindoro Strait,21
2026-04-02,Mona Passage,17
2026-04-02,Ombai Strait,6
2026-04-02,Oresund Strait,49
2026-04-02,Panama Canal,34
2026-04-02,Strait of Hormuz,6
2026-04-02,Suez Canal,48
2026-04-02,Sunda Strait,44
2026-04-02,Taiwan Strait,199
2026-04-02,Torres Strait,10
2026-04-02,Tsugaru Strait,48
2026-04-02,Windward Passage,9
2026-04-02,Yucatan Channel,60
2026-04-03,Bab el-Mandeb Strait,28
2026-04-03,Balabac Strait,11
2026-04-03,Bering Strait,0
2026-04-03,Bohai Strait,142
2026-04-03,Bosporus Strait,84
2026-04-03,Cape of Good Hope,102
2026-04-03,Dover Strait,186
2026-04-03,Gibraltar Strait,114
2026-04-03,Kerch Strait,20
2026-04-03,Korea Strait,205
2026-04-03,Lombok Strait,48
2026-04-03,Luzon Strait,65
2026-04-03,Magellan Strait,5
2026-04-03,Makassar Strait,39
2026-04-03,Malacca Strait,227
2026-04-03,Mindoro Strait,30
2026-04-03,Mona Passage,16
2026-04-03,Ombai Strait,8
2026-04-03,Oresund Strait,55
2026-04-03,Panama Canal,35
2026-04-03,Strait of Hormuz,9
2026-04-03,Suez Canal,35
2026-04-03,Sunda Strait,32
2026-04-03,Taiwan Strait,228
2026-04-03,Torres Strait,8
2026-04-03,Tsugaru Strait,49
2026-04-03,Windward Passage,24
2026-04-03,Yucatan Channel,55
2026-04-04,Bab el-Mandeb Strait,39
2026-04-04,Balabac Strait,10
2026-04-04,Bering Strait,0
2026-04-04,Bohai Strait,195
2026-04-04,Bosporus Strait,68
2026-04-04,Cape of Good Hope,113
2026-04-04,Dover Strait,208
2026-04-04,Gibraltar Strait,104
2026-04-04,Kerch Strait,8
2026-04-04,Korea Strait,162
2026-04-04,Lombok Strait,34
2026-04-04,Luzon Strait,70
2026-04-04,Magellan Strait,0
2026-04-04,Makassar Strait,37
2026-04-04,Malacca Strait,232
2026-04-04,Mindoro Strait,29
2026-04-04,Mona Passage,18
2026-04-04,Ombai Strait,9
2026-04-04,Oresund Strait,45
2026-04-04,Panama Canal,36
2026-04-04,Strait of Hormuz,13
2026-04-04,Suez Canal,52
2026-04-04,Sunda Strait,30
2026-04-04,Taiwan Strait,213
2026-04-04,Torres Strait,11
2026-04-04,Tsugaru Strait,46
2026-04-04,Windward Passage,12
2026-04-04,Yucatan Channel,56
2026-04-05,Bab el-Mandeb Strait,36
2026-04-05,Balabac Strait,6
2026-04-05,Bering Strait,0
2026-04-05,Bohai Strait,162
2026-04-05,Bosporus Strait,80
2026-04-05,Cape of Good Hope,66
2026-04-05,Dover Strait,165
2026-04-05,Gibraltar Strait,145
2026-04-05,Kerch Strait,6
2026-04-05,Korea Strait,212
2026-04-05,Lombok Strait,41
2026-04-05,Luzon Strait,40
2026-04-05,Magellan Strait,3
2026-04-05,Makassar Strait,30
2026-04-05,Malacca Strait,216
2026-04-05,Mindoro Strait,29
2026-04-05,Mona Passage,10
2026-04-05,Ombai Strait,16
2026-04-05,Oresund Strait,43
2026-04-05,Panama Canal,36
2026-04-05,Strait of Hormuz,11
2026-04-05,Suez Canal,48
2026-04-05,Sunda Strait,33
2026-04-05,Taiwan Strait,244
2026-04-05,Torres Strait,8
2026-04-05,Tsugaru Strait,52
2026-04-05,Windward Passage,21
2026-04-05,Yucatan Channel,54
2026-04-06,Bab el-Mandeb Strait,40
2026-04-06,Balabac Strait,10
2026-04-06,Bering Strait,0
2026-04-06,Bohai Strait,153
2026-04-06,Bosporus Strait,82
2026-04-06,Cape of Good Hope,64
2026-04-06,Dover Strait,146
2026-04-06,Gibraltar Strait,127
2026-04-06,Kerch Strait,8
2026-04-06,Korea Strait,191
2026-04-06,Lombok Strait,30
2026-04-06,Luzon Strait,52
2026-04-06,Magellan Strait,3
2026-04-06,Makassar Strait,44
2026-04-06,Malacca Strait,216
2026-04-06,Mindoro Strait,19
2026-04-06,Mona Passage,15
2026-04-06,Ombai Strait,7
2026-04-06,Oresund Strait,25
2026-04-06,Panama Canal,33
2026-04-06,Strait of Hormuz,9
2026-04-06,Suez Canal,37
2026-04-06,Sunda Strait,29
2026-04-06,Taiwan Strait,224
2026-04-06,Torres Strait,5
2026-04-06,Tsugaru Strait,55
2026-04-06,Windward Passage,19
2026-04-06,Yucatan Channel,50
2026-04-07,Bab el-Mandeb Strait,38
2026-04-07,Balabac Strait,11
2026-04-07,Bering Strait,0
2026-04-07,Bohai Strait,175
2026-04-07,Bosporus Strait,103
2026-04-07,Cape of Good Hope,76
2026-04-07,Dover Strait,148
2026-04-07,Gibraltar Strait,150
2026-04-07,Kerch Strait,8
2026-04-07,Korea Strait,213
2026-04-07,Lombok Strait,34
2026-04-07,Luzon Strait,65
2026-04-07,Magellan Strait,5
2026-04-07,Makassar Strait,36
2026-04-07,Malacca Strait,228
2026-04-07,Mindoro Strait,22
2026-04-07,Mona Passage,9
2026-04-07,Ombai Strait,12
2026-04-07,Oresund Strait,39
2026-04-07,Panama Canal,29
2026-04-07,Strait of Hormuz,7
2026-04-07,Suez Canal,39
2026-04-07,Sunda Strait,43
2026-04-07,Taiwan Strait,231
2026-04-07,Torres Strait,14
2026-04-07,Tsugaru Strait,40
2026-04-07,Windward Passage,19
2026-04-07,Yucatan Channel,43
2026-04-08,Bab el-Mandeb Strait,31
2026-04-08,Balabac Strait,8
2026-04-08,Bering Strait,0
2026-04-08,Bohai Strait,190
2026-04-08,Bosporus Strait,110
2026-04-08,Cape of Good Hope,116
2026-04-08,Dover Strait,186
2026-04-08,Gibraltar Strait,118
2026-04-08,Kerch Strait,6
2026-04-08,Korea Strait,203
2026-04-08,Lombok Strait,36
2026-04-08,Luzon Strait,63
2026-04-08,Magellan Strait,2
2026-04-08,Makassar Strait,37
2026-04-08,Malacca Strait,200
2026-04-08,Mindoro Strait,33
2026-04-08,Mona Passage,5
2026-04-08,Ombai Strait,7
2026-04-08,Oresund Strait,42
2026-04-08,Panama Canal,25
2026-04-08,Strait of Hormuz,6
2026-04-08,Suez Canal,40
2026-04-08,Sunda Strait,37
2026-04-08,Taiwan Strait,243
2026-04-08,Torres Strait,9
2026-04-08,Tsugaru Strait,57
2026-04-08,Windward Passage,7
2026-04-08,Yucatan Channel,44
2026-04-09,Bab el-Mandeb Strait,37
2026-04-09,Balabac Strait,7
2026-04-09,Bering Strait,0
2026-04-09,Bohai Strait,181
2026-04-09,Bosporus Strait,105
2026-04-09,Cape of Good Hope,105
2026-04-09,Dover Strait,158
2026-04-09,Gibraltar Strait,135
2026-04-09,Kerch Strait,4
2026-04-09,Korea Strait,151
2026-04-09,Lombok Strait,33
2026-04-09,Luzon Strait,76
2026-04-09,Magellan Strait,7
2026-04-09,Makassar Strait,29
2026-04-09,Malacca Strait,231
2026-04-09,Mindoro Strait,28
2026-04-09,Mona Passage,19
2026-04-09,Ombai Strait,16
2026-04-09,Oresund Strait,33
2026-04-09,Panama Canal,28
2026-04-09,Strait of Hormuz,8
2026-04-09,Suez Canal,34
2026-04-09,Sunda Strait,31
2026-04-09,Taiwan Strait,244
2026-04-09,Torres Strait,11
2026-04-09,Tsugaru Strait,51
2026-04-09,Windward Passage,16
2026-04-09,Yucatan Channel,54
2026-04-10,Bab el-Mandeb Strait,32
2026-04-10,Balabac Strait,10
2026-04-10,Bering Strait,0
2026-04-10,Bohai Strait,149
2026-04-10,Bosporus Strait,101
2026-04-10,Cape of Good Hope,101
2026-04-10,Dover Strait,127
2026-04-10,Gibraltar Strait,120
2026-04-10,Kerch Strait,9
2026-04-10,Korea Strait,202
2026-04-10,Lombok Strait,35
2026-04-10,Luzon Strait,73
2026-04-10,Magellan Strait,3
2026-04-10,Makassar Strait,36
2026-04-10,Malacca Strait,233
2026-04-10,Mindoro Strait,31
2026-04-10,Mona Passage,11
2026-04-10,Ombai Strait,8
2026-04-10,Oresund Strait,33
2026-04-10,Panama Canal,36
2026-04-10,Strait of Hormuz,5
2026-04-10,Suez Canal,45
2026-04-10,Sunda Strait,42
2026-04-10,Taiwan Strait,257
2026-04-10,Torres Strait,5
2026-04-10,Tsugaru Strait,33
2026-04-10,Windward Passage,13
2026-04-10,Yucatan Channel,52
2026-04-11,Bab el-Mandeb Strait,38
2026-04-11,Balabac Strait,11
2026-04-11,Bering Strait,0
2026-04-11,Bohai Strait,178
2026-04-11,Bosporus Strait,78
2026-04-11,Cape of Good Hope,93
2026-04-11,Dover Strait,171
2026-04-11,Gibraltar Strait,125
2026-04-11,Kerch Strait,13
2026-04-11,Korea Strait,205
2026-04-11,Lombok Strait,40
2026-04-11,Luzon Strait,51
2026-04-11,Magellan Strait,4
2026-04-11,Makassar Strait,32
2026-04-11,Malacca Strait,234
2026-04-11,Mindoro Strait,34
2026-04-11,Mona Passage,10
2026-04-11,Ombai Strait,7
2026-04-11,Oresund Strait,46
2026-04-11,Panama Canal,34
2026-04-11,Strait of Hormuz,9
2026-04-11,Suez Canal,47
2026-04-11,Sunda Strait,32
2026-04-11,Taiwan Strait,237
2026-04-11,Torres Strait,9
2026-04-11,Tsugaru Strait,29
2026-04-11,Windward Passage,17
2026-04-11,Yucatan Channel,67
2026-04-12,Bab el-Mandeb Strait,33
2026-04-12,Balabac Strait,12
2026-04-12,Bering Strait,0
2026-04-12,Bohai Strait,172
2026-04-12,Bosporus Strait,105
2026-04-12,Cape of Good Hope,96
2026-04-12,Dover Strait,195
2026-04-12,Gibraltar Strait,107
2026-04-12,Kerch Strait,11
2026-04-12,Korea Strait,224
2026-04-12,Lombok Strait,36
2026-04-12,Luzon Strait,71
2026-04-12,Magellan Strait,1
2026-04-12,Makassar Strait,40
2026-04-12,Malacca Strait,212
2026-04-12,Mindoro Strait,28
2026-04-12,Mona Passage,12
2026-04-12,Ombai Strait,12
2026-04-12,Oresund Strait,43
2026-04-12,Panama Canal,35
